inclinacao_por_temporada,inclinacao_por_decada,ic95_baixo_decada,ic95_alto_decada,p_valor,r2,classe,inclinacao_theil_sen_decada,media_metrica,n_temporadas
-0.1140,-1.1404,-3.4556,1.1749,0.3133,0.0597,Estável,-1.0000,41.6842,19
