temporada,clube,rodada,pts_acum,ppg_acum,rebaixado
2006,fortaleza,20,20.0000,1.0000,1
2006,goias,20,21.0000,1.0500,0
2006,gremio,20,32.0000,1.6000,0
2006,internacional,20,34.0000,1.7000,0
2006,juventude,20,26.0000,1.3000,0
2006,palmeiras,20,26.0000,1.3000,0
2006,parana,20,31.0000,1.5500,0
2006,ponte-preta,20,23.0000,1.1500,1
2006,santa-cruz,20,18.0000,0.9000,1
2006,santos,20,35.0000,1.7500,0
2006,sao-caetano,20,25.0000,1.2500,1
2006,sao-paulo,20,39.0000,1.9500,0
2006,vasco,20,32.0000,1.6000,0
2006,athletico-pr,25,32.0000,1.2800,0
2006,botafogo-rj,25,33.0000,1.3200,0
2006,corinthians,25,31.0000,1.2400,0
2006,cruzeiro,25,34.0000,1.3600,0
2006,figueirense,25,36.0000,1.4400,0
2006,flamengo,25,33.0000,1.3200,0
2006,fluminense,25,34.0000,1.3600,0
2006,fortaleza,25,23.0000,0.9200,1
2006,goias,25,30.0000,1.2000,0
2006,gremio,25,45.0000,1.8000,0
2006,internacional,25,43.0000,1.7200,0
2006,juventude,25,35.0000,1.4000,0
2006,palmeiras,25,30.0000,1.2000,0
2006,parana,25,37.0000,1.4800,0
2006,ponte-preta,25,30.0000,1.2000,1
2006,santa-cruz,25,21.0000,0.8400,1
2006,santos,25,40.0000,1.6000,0
2006,sao-caetano,25,26.0000,1.0400,1
2006,sao-paulo,25,50.0000,2.0000,0
2006,vasco,25,37.0000,1.4800,0
2006,athletico-pr,30,40.0000,1.3333,0
2006,botafogo-rj,30,43.0000,1.4333,0
2006,corinthians,30,35.0000,1.1667,0
2006,cruzeiro,30,42.0000,1.4000,0
2006,figueirense,30,43.0000,1.4333,0
2006,flamengo,30,42.0000,1.4000,0
2006,fluminense,30,35.0000,1.1667,0
2006,fortaleza,30,28.0000,0.9333,1
2006,goias,30,42.0000,1.4000,0
2006,gremio,30,52.0000,1.7333,0
2006,internacional,30,53.0000,1.7667,0
2006,juventude,30,39.0000,1.3000,0
2006,palmeiras,30,37.0000,1.2333,0
2006,parana,30,49.0000,1.6333,0
2006,ponte-preta,30,33.0000,1.1000,1
2006,santa-cruz,30,24.0000,0.8000,1
2006,santos,30,52.0000,1.7333,0
2006,sao-caetano,30,26.0000,0.8667,1
2006,sao-paulo,30,60.0000,2.0000,0
2006,vasco,30,47.0000,1.5667,0
2006,athletico-pr,35,46.0000,1.3143,0
2006,botafogo-rj,35,49.0000,1.4000,0
2006,corinthians,35,48.0000,1.3714,0
2006,cruzeiro,35,49.0000,1.4000,0
2006,figueirense,35,50.0000,1.4286,0
2006,flamengo,35,49.0000,1.4000,0
2006,fluminense,35,40.0000,1.1429,0
2006,fortaleza,35,31.0000,0.8857,1
2006,goias,35,48.0000,1.3714,0
2006,gremio,35,61.0000,1.7429,0
2006,internacional,35,66.0000,1.8857,0
2006,juventude,35,43.0000,1.2286,0
2006,palmeiras,35,43.0000,1.2286,0
2006,parana,35,53.0000,1.5143,0
2006,ponte-preta,35,38.0000,1.0857,1
2006,santa-cruz,35,28.0000,0.8000,1
2006,santos,35,59.0000,1.6857,0
2006,sao-caetano,35,36.0000,1.0286,1
2006,sao-paulo,35,73.0000,2.0857,0
2006,vasco,35,54.0000,1.5429,0
2007,america-rn,10,7.0000,0.7000,1
2007,athletico-pr,10,13.0000,1.3000,0
2007,atletico-mg,10,13.0000,1.3000,0
2007,botafogo-rj,10,21.0000,2.1000,0
2007,corinthians,10,16.0000,1.6000,1
2007,cruzeiro,10,13.0000,1.3000,0
2007,figueirense,10,14.0000,1.4000,0
2007,flamengo,10,16.0000,1.6000,0
2007,fluminense,10,14.0000,1.4000,0
2007,goias,10,19.0000,1.9000,0
2007,gremio,10,16.0000,1.6000,0
2007,internacional,10,11.0000,1.1000,0
2007,juventude,10,10.0000,1.0000,1
2007,nautico,10,6.0000,0.6000,0
2007,palmeiras,10,17.0000,1.7000,0
2007,parana,10,16.0000,1.6000,1
2007,santos,10,11.0000,1.1000,0
2007,sao-paulo,10,17.0000,1.7000,0
2007,sport,10,11.0000,1.1000,0
2007,vasco,10,14.0000,1.4000,0
2007,america-rn,15,10.0000,0.6667,1
2007,athletico-pr,15,18.0000,1.2000,0
2007,atletico-mg,15,22.0000,1.4667,0
2007,botafogo-rj,15,28.0000,1.8667,0
2007,corinthians,15,19.0000,1.2667,1
2007,cruzeiro,15,23.0000,1.5333,0
2007,figueirense,15,19.0000,1.2667,0
2007,flamengo,15,23.0000,1.5333,0
2007,fluminense,15,21.0000,1.4000,0
2007,goias,15,23.0000,1.5333,0
2007,gremio,15,25.0000,1.6667,0
2007,internacional,15,23.0000,1.5333,0
2007,juventude,15,15.0000,1.0000,1
2007,nautico,15,13.0000,0.8667,0
2007,palmeiras,15,23.0000,1.5333,0
2007,parana,15,22.0000,1.4667,1
2007,santos,15,18.0000,1.2000,0
2007,sao-paulo,15,27.0000,1.8000,0
2007,sport,15,18.0000,1.2000,0
2007,vasco,15,23.0000,1.5333,0
2007,america-rn,20,10.0000,0.5000,1
2007,athletico-pr,20,23.0000,1.1500,0
2007,atletico-mg,20,28.0000,1.4000,0
2007,botafogo-rj,20,34.0000,1.7000,0
2007,corinthians,20,27.0000,1.3500,1
2007,cruzeiro,20,35.0000,1.7500,0
2007,figueirense,20,25.0000,1.2500,0
2007,flamengo,20,29.0000,1.4500,0
2007,fluminense,20,26.0000,1.3000,0
2007,goias,20,30.0000,1.5000,0
2007,gremio,20,31.0000,1.5500,0
2007,internacional,20,28.0000,1.4000,0
2007,juventude,20,17.0000,0.8500,1
2007,nautico,20,20.0000,1.0000,0
2007,palmeiras,20,33.0000,1.6500,0
2007,parana,20,24.0000,1.2000,1
2007,santos,20,30.0000,1.5000,0
2007,sao-paulo,20,40.0000,2.0000,0
2007,sport,20,27.0000,1.3500,0
2007,vasco,20,34.0000,1.7000,0
2007,america-rn,25,11.0000,0.4400,1
2007,athletico-pr,25,29.0000,1.1600,0
2007,atletico-mg,25,32.0000,1.2800,0
2007,botafogo-rj,25,39.0000,1.5600,0
2007,corinthians,25,33.0000,1.3200,1
2007,cruzeiro,25,45.0000,1.8000,0
2007,figueirense,25,31.0000,1.2400,0
2007,flamengo,25,37.0000,1.4800,0
2007,fluminense,25,37.0000,1.4800,0
2007,goias,25,33.0000,1.3200,0
2007,gremio,25,38.0000,1.5200,0
2007,internacional,25,35.0000,1.4000,0
2007,juventude,25,26.0000,1.0400,1
2007,nautico,25,27.0000,1.0800,0
2007,palmeiras,25,40.0000,1.6000,0
2007,parana,25,31.0000,1.2400,1
2007,santos,25,42.0000,1.6800,0
2007,sao-paulo,25,53.0000,2.1200,0
2007,sport,25,33.0000,1.3200,0
2007,vasco,25,39.0000,1.5600,0
2007,america-rn,30,16.0000,0.5333,1
2007,athletico-pr,30,41.0000,1.3667,0
2007,atletico-mg,30,37.0000,1.2333,0
2007,botafogo-rj,30,42.0000,1.4000,0
2007,corinthians,30,37.0000,1.2333,1
2007,cruzeiro,30,52.0000,1.7333,0
2007,figueirense,30,41.0000,1.3667,0
2007,flamengo,30,43.0000,1.4333,0
2007,fluminense,30,47.0000,1.5667,0
2007,goias,30,38.0000,1.2667,0
2007,gremio,30,48.0000,1.6000,0
2007,internacional,30,40.0000,1.3333,0
2007,juventude,30,30.0000,1.0000,1
2007,nautico,30,39.0000,1.3000,0
2007,palmeiras,30,50.0000,1.6667,0
2007,parana,30,34.0000,1.1333,1
2007,santos,30,51.0000,1.7000,0
2007,sao-paulo,30,63.0000,2.1000,0
2007,sport,30,42.0000,1.4000,0
2007,vasco,30,40.0000,1.3333,0
2007,america-rn,35,17.0000,0.4857,1
2007,athletico-pr,35,50.0000,1.4286,0
2007,atletico-mg,35,46.0000,1.3143,0
2007,botafogo-rj,35,50.0000,1.4286,0
2007,corinthians,35,42.0000,1.2000,1
2007,cruzeiro,35,57.0000,1.6286,0
2007,figueirense,35,48.0000,1.3714,0
2007,flamengo,35,55.0000,1.5714,0
2007,fluminense,35,55.0000,1.5714,0
2007,goias,35,41.0000,1.1714,0
2007,gremio,35,54.0000,1.5429,0
2007,internacional,35,48.0000,1.3714,0
2007,juventude,35,38.0000,1.0857,1
2007,nautico,35,43.0000,1.2286,0
2007,palmeiras,35,55.0000,1.5714,0
2007,parana,35,41.0000,1.1714,1
2007,santos,35,59.0000,1.6857,0
2007,sao-paulo,35,73.0000,2.0857,0
2007,sport,35,47.0000,1.3429,0
2007,vasco,35,47.0000,1.3429,0
2008,athletico-pr,10,12.0000,1.2000,0
2008,atletico-mg,10,12.0000,1.2000,0
2008,botafogo-rj,10,11.0000,1.1000,0
2008,coritiba,10,13.0000,1.3000,0
2008,cruzeiro,10,18.0000,1.8000,0
2008,figueirense,10,13.0000,1.3000,1
2008,flamengo,10,23.0000,2.3000,0
2008,fluminense,10,6.0000,0.6000,0
2008,goias,10,9.0000,0.9000,0
2008,gremio,10,18.0000,1.8000,0
2008,internacional,10,14.0000,1.4000,0
2008,ipatinga,10,7.0000,0.7000,1
2008,nautico,10,17.0000,1.7000,0
2008,palmeiras,10,18.0000,1.8000,0
2008,portuguesa,10,12.0000,1.2000,1
2008,santos,10,7.0000,0.7000,0
2008,sao-paulo,10,14.0000,1.4000,0
2008,sport,10,11.0000,1.1000,0
2008,vasco,10,14.0000,1.4000,1
2008,vitoria,10,20.0000,2.0000,0
2008,athletico-pr,15,17.0000,1.1333,0
2008,atletico-mg,15,18.0000,1.2000,0
2008,botafogo-rj,15,19.0000,1.2667,0
2008,coritiba,15,23.0000,1.5333,0
2008,cruzeiro,15,27.0000,1.8000,0
2008,figueirense,15,20.0000,1.3333,1
2008,flamengo,15,28.0000,1.8667,0
2008,fluminense,15,13.0000,0.8667,0
2008,goias,15,17.0000,1.1333,0
2008,gremio,15,29.0000,1.9333,0
2008,internacional,15,22.0000,1.4667,0
2008,ipatinga,15,13.0000,0.8667,1
2008,nautico,15,18.0000,1.2000,0
2008,palmeiras,15,25.0000,1.6667,0
2008,portuguesa,15,16.0000,1.0667,1
2008,santos,15,14.0000,0.9333,0
2008,sao-paulo,15,26.0000,1.7333,0
2008,sport,15,21.0000,1.4000,0
2008,vasco,15,16.0000,1.0667,1
2008,vitoria,15,26.0000,1.7333,0
2008,athletico-pr,20,23.0000,1.1500,0
2008,atletico-mg,20,24.0000,1.2000,0
2008,botafogo-rj,20,34.0000,1.7000,0
2008,coritiba,20,32.0000,1.6000,0
2008,cruzeiro,20,39.0000,1.9500,0
2008,figueirense,20,28.0000,1.4000,1
2008,flamengo,20,32.0000,1.6000,0
2008,fluminense,20,19.0000,0.9500,0
2008,goias,20,26.0000,1.3000,0
2008,gremio,20,44.0000,2.2000,0
2008,internacional,20,26.0000,1.3000,0
2008,ipatinga,20,16.0000,0.8000,1
2008,nautico,20,21.0000,1.0500,0
2008,palmeiras,20,37.0000,1.8500,0
2008,portuguesa,20,22.0000,1.1000,1
2008,santos,20,18.0000,0.9000,0
2008,sao-paulo,20,33.0000,1.6500,0
2008,sport,20,27.0000,1.3500,0
2008,vasco,20,22.0000,1.1000,1
2008,vitoria,20,32.0000,1.6000,0
2008,athletico-pr,25,26.0000,1.0400,0
2008,atletico-mg,25,30.0000,1.2000,0
2008,botafogo-rj,25,42.0000,1.6800,0
2008,coritiba,25,37.0000,1.4800,0
2008,cruzeiro,25,43.0000,1.7200,0
2008,figueirense,25,28.0000,1.1200,1
2008,flamengo,25,40.0000,1.6000,0
2008,fluminense,25,25.0000,1.0000,0
2008,goias,25,36.0000,1.4400,0
2008,gremio,25,49.0000,1.9600,0
2008,internacional,25,36.0000,1.4400,0
2008,ipatinga,25,24.0000,0.9600,1
2008,nautico,25,29.0000,1.1600,0
2008,palmeiras,25,46.0000,1.8400,0
2008,portuguesa,25,23.0000,0.9200,1
2008,santos,25,29.0000,1.1600,0
2008,sao-paulo,25,42.0000,1.6800,0
2008,sport,25,38.0000,1.5200,0
2008,vasco,25,26.0000,1.0400,1
2008,vitoria,25,40.0000,1.6000,0
2008,athletico-pr,30,28.0000,0.9333,0
2008,atletico-mg,30,37.0000,1.2333,0
2008,botafogo-rj,30,46.0000,1.5333,0
2008,coritiba,30,46.0000,1.5333,0
2008,cruzeiro,30,55.0000,1.8333,0
2008,figueirense,30,34.0000,1.1333,1
2008,flamengo,30,52.0000,1.7333,0
2008,fluminense,30,31.0000,1.0333,0
2008,goias,30,45.0000,1.5000,0
2008,gremio,30,56.0000,1.8667,0
2008,internacional,30,46.0000,1.5333,0
2008,ipatinga,30,28.0000,0.9333,1
2008,nautico,30,31.0000,1.0333,0
2008,palmeiras,30,55.0000,1.8333,0
2008,portuguesa,30,31.0000,1.0333,1
2008,santos,30,36.0000,1.2000,0
2008,sao-paulo,30,53.0000,1.7667,0
2008,sport,30,41.0000,1.3667,0
2008,vasco,30,27.0000,0.9000,1
2008,vitoria,30,44.0000,1.4667,0
2008,athletico-pr,35,41.0000,1.1714,0
2008,atletico-mg,35,47.0000,1.3429,0
2008,botafogo-rj,35,49.0000,1.4000,0
2008,coritiba,35,50.0000,1.4286,0
2008,cruzeiro,35,61.0000,1.7429,0
2008,figueirense,35,35.0000,1.0000,1
2008,flamengo,35,63.0000,1.8000,0
2008,fluminense,35,40.0000,1.1429,0
2008,goias,35,51.0000,1.4571,0
2008,gremio,35,66.0000,1.8857,0
2008,internacional,35,51.0000,1.4571,0
2008,ipatinga,35,34.0000,0.9714,1
2008,nautico,35,40.0000,1.1429,0
2008,palmeiras,35,61.0000,1.7429,0
2008,portuguesa,35,36.0000,1.0286,1
2008,santos,35,43.0000,1.2286,0
2008,sao-paulo,35,68.0000,1.9429,0
2008,sport,35,45.0000,1.2857,0
2008,vasco,35,37.0000,1.0571,1
2008,vitoria,35,45.0000,1.2857,0
2009,athletico-pr,10,11.0000,1.1000,0
2009,atletico-mg,10,21.0000,2.1000,0
2009,avai,10,7.0000,0.7000,0
2009,barueri,10,17.0000,1.7000,0
2009,botafogo-rj,10,10.0000,1.0000,0
2009,corinthians,10,14.0000,1.4000,0
2009,coritiba,10,10.0000,1.0000,1
2009,cruzeiro,10,10.0000,1.0000,0
2009,flamengo,10,15.0000,1.5000,0
2009,fluminense,10,10.0000,1.0000,0
2009,goias,10,14.0000,1.4000,0
2009,gremio,10,15.0000,1.5000,0
2009,internacional,10,20.0000,2.0000,0
2009,nautico,10,8.0000,0.8000,1
2009,palmeiras,10,19.0000,1.9000,0
2009,santo-andre,10,14.0000,1.4000,1
2009,santos,10,13.0000,1.3000,0
2009,sao-paulo,10,11.0000,1.1000,0
2009,sport,10,11.0000,1.1000,1
2009,vitoria,10,19.0000,1.9000,0
2009,athletico-pr,15,12.0000,0.8000,0
2009,atletico-mg,15,28.0000,1.8667,0
2009,avai,15,22.0000,1.4667,0
2009,barueri,15,22.0000,1.4667,0
2009,botafogo-rj,15,17.0000,1.1333,0
2009,corinthians,15,24.0000,1.6000,0
2009,coritiba,15,16.0000,1.0667,1
2009,cruzeiro,15,18.0000,1.2000,0
2009,flamengo,15,23.0000,1.5333,0
2009,fluminense,15,11.0000,0.7333,0
2009,goias,15,26.0000,1.7333,0
2009,gremio,15,21.0000,1.4000,0
2009,internacional,15,27.0000,1.8000,0
2009,nautico,15,11.0000,0.7333,1
2009,palmeiras,15,31.0000,2.0667,0
2009,santo-andre,15,18.0000,1.2000,1
2009,santos,15,20.0000,1.3333,0
2009,sao-paulo,15,21.0000,1.4000,0
2009,sport,15,13.0000,0.8667,1
2009,vitoria,15,24.0000,1.6000,0
2009,athletico-pr,20,24.0000,1.2000,0
2009,atletico-mg,20,33.0000,1.6500,0
2009,avai,20,31.0000,1.5500,0
2009,barueri,20,31.0000,1.5500,0
2009,botafogo-rj,20,21.0000,1.0500,0
2009,corinthians,20,31.0000,1.5500,0
2009,coritiba,20,22.0000,1.1000,1
2009,cruzeiro,20,25.0000,1.2500,0
2009,flamengo,20,27.0000,1.3500,0
2009,fluminense,20,15.0000,0.7500,0
2009,goias,20,35.0000,1.7500,0
2009,gremio,20,28.0000,1.4000,0
2009,internacional,20,37.0000,1.8500,0
2009,nautico,20,21.0000,1.0500,1
2009,palmeiras,20,37.0000,1.8500,0
2009,santo-andre,20,21.0000,1.0500,1
2009,santos,20,29.0000,1.4500,0
2009,sao-paulo,20,36.0000,1.8000,0
2009,sport,20,13.0000,0.6500,1
2009,vitoria,20,28.0000,1.4000,0
2009,athletico-pr,25,31.0000,1.2400,0
2009,atletico-mg,25,41.0000,1.6400,0
2009,avai,25,37.0000,1.4800,0
2009,barueri,25,36.0000,1.4400,0
2009,botafogo-rj,25,25.0000,1.0000,0
2009,corinthians,25,37.0000,1.4800,0
2009,coritiba,25,27.0000,1.0800,1
2009,cruzeiro,25,32.0000,1.2800,0
2009,flamengo,25,37.0000,1.4800,0
2009,fluminense,25,18.0000,0.7200,0
2009,goias,25,42.0000,1.6800,0
2009,gremio,25,39.0000,1.5600,0
2009,internacional,25,43.0000,1.7200,0
2009,nautico,25,26.0000,1.0400,1
2009,palmeiras,25,47.0000,1.8800,0
2009,santo-andre,25,25.0000,1.0000,1
2009,santos,25,36.0000,1.4400,0
2009,sao-paulo,25,44.0000,1.7600,0
2009,sport,25,20.0000,0.8000,1
2009,vitoria,25,36.0000,1.4400,0
2009,athletico-pr,30,39.0000,1.3000,0
2009,atletico-mg,30,50.0000,1.6667,0
2009,avai,30,43.0000,1.4333,0
2009,barueri,30,41.0000,1.3667,0
2009,botafogo-rj,30,32.0000,1.0667,0
2009,corinthians,30,42.0000,1.4000,0
2009,coritiba,30,34.0000,1.1333,1
2009,cruzeiro,30,45.0000,1.5000,0
2009,flamengo,30,48.0000,1.6000,0
2009,fluminense,30,26.0000,0.8667,0
2009,goias,30,46.0000,1.5333,0
2009,gremio,30,44.0000,1.4667,0
2009,internacional,30,49.0000,1.6333,0
2009,nautico,30,29.0000,0.9667,1
2009,palmeiras,30,54.0000,1.8000,0
2009,santo-andre,30,29.0000,0.9667,1
2009,santos,30,41.0000,1.3667,0
2009,sao-paulo,30,49.0000,1.6333,0
2009,sport,30,28.0000,0.9333,1
2009,vitoria,30,44.0000,1.4667,0
2009,athletico-pr,35,43.0000,1.2286,0
2009,atletico-mg,35,56.0000,1.6000,0
2009,avai,35,53.0000,1.5143,0
2009,barueri,35,48.0000,1.3714,0
2009,botafogo-rj,35,41.0000,1.1714,0
2009,corinthians,35,49.0000,1.4000,0
2009,coritiba,35,44.0000,1.2571,1
2009,cruzeiro,35,55.0000,1.5714,0
2009,flamengo,35,60.0000,1.7143,0
2009,fluminense,35,39.0000,1.1143,0
2009,goias,35,50.0000,1.4286,0
2009,gremio,35,49.0000,1.4000,0
2009,internacional,35,56.0000,1.6000,0
2009,nautico,35,35.0000,1.0000,1
2009,palmeiras,35,59.0000,1.6857,0
2009,santo-andre,35,35.0000,1.0000,1
2009,santos,35,45.0000,1.2857,0
2009,sao-paulo,35,62.0000,1.7714,0
2009,sport,35,31.0000,0.8857,1
2009,vitoria,35,44.0000,1.2571,0
2010,athletico-pr,10,10.0000,1.0000,0
2010,atletico-go,10,7.0000,0.7000,0
2010,atletico-mg,10,9.0000,0.9000,0
2010,avai,10,15.0000,1.5000,0
2010,botafogo-rj,10,11.0000,1.1000,0
2010,ceara,10,19.0000,1.9000,0
2010,corinthians,10,21.0000,2.1000,0
2010,cruzeiro,10,15.0000,1.5000,0
2010,flamengo,10,16.0000,1.6000,0
2010,fluminense,10,22.0000,2.2000,0
2010,goias,10,12.0000,1.2000,1
2010,gremio,10,10.0000,1.0000,0
2010,gremio-prudente,10,13.0000,1.3000,1
2010,guarani,10,14.0000,1.4000,1
2010,internacional,10,16.0000,1.6000,0
2010,palmeiras,10,13.0000,1.3000,0
2010,santos,10,12.0000,1.2000,0
2010,sao-paulo,10,12.0000,1.2000,0
2010,vasco,10,10.0000,1.0000,0
2010,vitoria,10,13.0000,1.3000,1
2010,athletico-pr,15,17.0000,1.1333,0
2010,atletico-go,15,10.0000,0.6667,0
2010,atletico-mg,15,13.0000,0.8667,0
2010,avai,15,22.0000,1.4667,0
2010,botafogo-rj,15,24.0000,1.6000,0
2010,ceara,15,24.0000,1.6000,0
2010,corinthians,15,31.0000,2.0667,0
2010,cruzeiro,15,21.0000,1.4000,0
2010,flamengo,15,20.0000,1.3333,0
2010,fluminense,15,33.0000,2.2000,0
2010,goias,15,13.0000,0.8667,1
2010,gremio,15,15.0000,1.0000,0
2010,gremio-prudente,15,18.0000,1.2000,1
2010,guarani,15,19.0000,1.2667,1
2010,internacional,15,21.0000,1.4000,0
2010,palmeiras,15,20.0000,1.3333,0
2010,santos,15,24.0000,1.6000,0
2010,sao-paulo,15,17.0000,1.1333,0
2010,vasco,15,21.0000,1.4000,0
2010,vitoria,15,20.0000,1.3333,1
2010,athletico-pr,20,28.0000,1.4000,0
2010,atletico-go,20,17.0000,0.8500,0
2010,atletico-mg,20,18.0000,0.9000,0
2010,avai,20,24.0000,1.2000,0
2010,botafogo-rj,20,34.0000,1.7000,0
2010,ceara,20,25.0000,1.2500,0
2010,corinthians,20,38.0000,1.9000,0
2010,cruzeiro,20,34.0000,1.7000,0
2010,flamengo,20,22.0000,1.1000,0
2010,fluminense,20,41.0000,2.0500,0
2010,goias,20,16.0000,0.8000,1
2010,gremio,20,23.0000,1.1500,0
2010,gremio-prudente,20,20.0000,1.0000,1
2010,guarani,20,26.0000,1.3000,1
2010,internacional,20,31.0000,1.5500,0
2010,palmeiras,20,25.0000,1.2500,0
2010,santos,20,34.0000,1.7000,0
2010,sao-paulo,20,28.0000,1.4000,0
2010,vasco,20,30.0000,1.5000,0
2010,vitoria,20,23.0000,1.1500,1
2010,athletico-pr,25,38.0000,1.5200,0
2010,atletico-go,25,26.0000,1.0400,0
2010,atletico-mg,25,21.0000,0.8400,0
2010,avai,25,28.0000,1.1200,0
2010,botafogo-rj,25,40.0000,1.6000,0
2010,ceara,25,30.0000,1.2000,0
2010,corinthians,25,47.0000,1.8800,0
2010,cruzeiro,25,44.0000,1.7600,0
2010,flamengo,25,28.0000,1.1200,0
2010,fluminense,25,48.0000,1.9200,0
2010,goias,25,24.0000,0.9600,1
2010,gremio,25,33.0000,1.3200,0
2010,gremio-prudente,25,20.0000,0.8000,1
2010,guarani,25,33.0000,1.3200,1
2010,internacional,25,41.0000,1.6400,0
2010,palmeiras,25,35.0000,1.4000,0
2010,santos,25,41.0000,1.6400,0
2010,sao-paulo,25,34.0000,1.3600,0
2010,vasco,25,33.0000,1.3200,0
2010,vitoria,25,31.0000,1.2400,1
2010,athletico-pr,30,46.0000,1.5333,0
2010,atletico-go,30,32.0000,1.0667,0
2010,atletico-mg,30,31.0000,1.0333,0
2010,avai,30,30.0000,1.0000,0
2010,botafogo-rj,30,45.0000,1.5000,0
2010,ceara,30,39.0000,1.3000,0
2010,corinthians,30,50.0000,1.6667,0
2010,cruzeiro,30,54.0000,1.8000,0
2010,flamengo,30,37.0000,1.2333,0
2010,fluminense,30,53.0000,1.7667,0
2010,goias,30,28.0000,0.9333,1
2010,gremio,30,46.0000,1.5333,0
2010,gremio-prudente,30,24.0000,0.8000,1
2010,guarani,30,35.0000,1.1667,1
2010,internacional,30,47.0000,1.5667,0
2010,palmeiras,30,44.0000,1.4667,0
2010,santos,30,48.0000,1.6000,0
2010,sao-paulo,30,44.0000,1.4667,0
2010,vasco,30,41.0000,1.3667,0
2010,vitoria,30,34.0000,1.1333,1
2010,athletico-pr,35,56.0000,1.6000,0
2010,atletico-go,35,40.0000,1.1429,0
2010,atletico-mg,35,39.0000,1.1143,0
2010,avai,35,37.0000,1.0571,0
2010,botafogo-rj,35,56.0000,1.6000,0
2010,ceara,35,45.0000,1.2857,0
2010,corinthians,35,63.0000,1.8000,0
2010,cruzeiro,35,60.0000,1.7143,0
2010,flamengo,35,40.0000,1.1429,0
2010,fluminense,35,62.0000,1.7714,0
2010,goias,35,32.0000,0.9143,1
2010,gremio,35,54.0000,1.5429,0
2010,gremio-prudente,35,30.0000,0.8571,1
2010,guarani,35,37.0000,1.0571,1
2010,internacional,35,51.0000,1.4571,0
2010,palmeiras,35,50.0000,1.4286,0
2010,santos,35,52.0000,1.4857,0
2010,sao-paulo,35,51.0000,1.4571,0
2010,vasco,35,46.0000,1.3143,0
2010,vitoria,35,39.0000,1.1143,1
2011,america-mg,10,6.0000,0.6000,1
2011,athletico-pr,10,2.0000,0.2000,1
2011,atletico-go,10,8.0000,0.8000,0
2011,atletico-mg,10,11.0000,1.1000,0
2011,avai,10,7.0000,0.7000,1
2011,bahia,10,10.0000,1.0000,0
2011,botafogo-rj,10,16.0000,1.6000,0
2011,ceara,10,14.0000,1.4000,1
2011,corinthians,10,26.0000,2.6000,0
2011,coritiba,10,13.0000,1.3000,0
2011,cruzeiro,10,15.0000,1.5000,0
2011,figueirense,10,15.0000,1.5000,0
2011,flamengo,10,20.0000,2.0000,0
2011,fluminense,10,12.0000,1.2000,0
2011,gremio,10,12.0000,1.2000,0
2011,internacional,10,15.0000,1.5000,0
2011,palmeiras,10,19.0000,1.9000,0
2011,santos,10,15.0000,1.5000,0
2011,sao-paulo,10,21.0000,2.1000,0
2011,vasco,10,17.0000,1.7000,0
2011,america-mg,15,11.0000,0.7333,1
2011,athletico-pr,15,12.0000,0.8000,1
2011,atletico-go,15,13.0000,0.8667,0
2011,atletico-mg,15,15.0000,1.0000,0
2011,avai,15,13.0000,0.8667,1
2011,bahia,15,18.0000,1.2000,0
2011,botafogo-rj,15,25.0000,1.6667,0
2011,ceara,15,18.0000,1.2000,1
2011,corinthians,15,33.0000,2.2000,0
2011,coritiba,15,18.0000,1.2000,0
2011,cruzeiro,15,18.0000,1.2000,0
2011,figueirense,15,22.0000,1.4667,0
2011,flamengo,15,33.0000,2.2000,0
2011,fluminense,15,21.0000,1.4000,0
2011,gremio,15,18.0000,1.2000,0
2011,internacional,15,22.0000,1.4667,0
2011,palmeiras,15,27.0000,1.8000,0
2011,santos,15,18.0000,1.2000,0
2011,sao-paulo,15,31.0000,2.0667,0
2011,vasco,15,27.0000,1.8000,0
2011,america-mg,20,14.0000,0.7000,1
2011,athletico-pr,20,18.0000,0.9000,1
2011,atletico-go,20,28.0000,1.4000,0
2011,atletico-mg,20,18.0000,0.9000,0
2011,avai,20,20.0000,1.0000,1
2011,bahia,20,21.0000,1.0500,0
2011,botafogo-rj,20,37.0000,1.8500,0
2011,ceara,20,25.0000,1.2500,1
2011,corinthians,20,40.0000,2.0000,0
2011,coritiba,20,26.0000,1.3000,0
2011,cruzeiro,20,27.0000,1.3500,0
2011,figueirense,20,29.0000,1.4500,0
2011,flamengo,20,36.0000,1.8000,0
2011,fluminense,20,28.0000,1.4000,0
2011,gremio,20,24.0000,1.2000,0
2011,internacional,20,28.0000,1.4000,0
2011,palmeiras,20,32.0000,1.6000,0
2011,santos,20,23.0000,1.1500,0
2011,sao-paulo,20,35.0000,1.7500,0
2011,vasco,20,38.0000,1.9000,0
2011,america-mg,25,19.0000,0.7600,1
2011,athletico-pr,25,23.0000,0.9200,1
2011,atletico-go,25,34.0000,1.3600,0
2011,atletico-mg,25,25.0000,1.0000,0
2011,avai,25,22.0000,0.8800,1
2011,bahia,25,30.0000,1.2000,0
2011,botafogo-rj,25,44.0000,1.7600,0
2011,ceara,25,27.0000,1.0800,1
2011,corinthians,25,44.0000,1.7600,0
2011,coritiba,25,36.0000,1.4400,0
2011,cruzeiro,25,29.0000,1.1600,0
2011,figueirense,25,33.0000,1.3200,0
